frame	area
207	14627
208	14627
209	14627
210	14627
211	14337
212	14337
213	14337
214	14337
215	14090
216	14090
217	14090
218	14090
219	13816
220	13816
221	13816
222	13816
223	13596
224	13596
225	13596
226	13596
227	13297
228	13297
229	13297
230	13297
231	13042
232	13042
233	13042
234	13042
235	12806
236	12806
237	12806
238	12806
239	12628
240	12628
241	12628
242	12628
243	12386
244	12386
245	12386
246	12386
247	12233
248	12233
249	12233
250	12233
251	11983
252	11983
253	11983
254	11983
255	11773
256	11773
257	11773
258	11773
259	11553
260	11553
261	11553
262	11553
263	11309
264	11309
265	11309
266	11309
267	11130
268	11130
269	11130
270	11130
271	10962
272	10962
273	10962
274	10962
275	10749
276	10749
277	10749
278	10749
279	10570
280	10570
281	10570
282	10570
283	10347
284	10347
285	10347
286	10347
287	10151
288	10151
289	10151
290	10151
291	9929
292	9929
293	9929
294	9929
295	9744
296	9744
297	9744
298	9744
299	9562
300	9562
301	9562
302	9423
303	9423
304	9423
305	9423
306	9232
307	9232
308	9232
309	9232
310	9035
311	9035
312	9035
313	9035
314	8888
315	8888
316	8888
317	8888
318	8680
319	8680
320	8680
321	8680
322	8488
323	8488
324	8488
325	8488
326	8351
327	8351
328	8351
329	8351
330	8172
331	8172
332	8172
333	8172
334	8027
335	8027
336	8027
337	8027
338	7815
339	7815
340	7815
341	7815
342	7657
343	7657
344	7657
345	7657
346	7437
347	7437
348	7437
349	7265
350	7265
351	7265
352	7265
353	7127
354	7127
355	7127
356	7127
357	6982
358	6982
359	6982
360	6982
361	6751
362	6751
363	6751
364	6751
365	6604
366	6604
367	6604
368	6604
369	6472
370	6472
371	6472
372	6472
373	6276
374	6276
375	6276
376	6276
377	6120
378	6120
379	6120
380	6120
381	6043
382	6043
383	6043
384	5894
385	5894
386	5894
387	5894
388	5743
389	5743
390	5743
391	5743
392	5578
393	5578
394	5578
395	5578
396	5432
397	5432
398	5432
399	5432
400	5292
401	5292
402	5292
403	5292
404	5084
405	5084
406	5084
407	5084
408	4956
409	4956
410	4956
411	4817
412	4817
413	4817
414	4817
415	4672
416	4672
417	4672
418	4672
419	4572
420	4572
421	4572
422	4572
423	4465
424	4465
425	4465
426	4465
427	4312
428	4312
429	4312
430	4312
431	4108
432	4108
433	4108
434	4108
435	4000
436	4000
437	4000
438	4000
439	3846
440	3846
441	3846
442	3846
443	3729
444	3729
445	3729
446	3729
447	3639
448	3639
449	3639
450	3639
451	3482
452	3482
453	3482
454	3340
455	3340
456	3340
457	3340
458	3262
459	3262
460	3262
461	3262
462	3146
463	3146
464	3146
465	3146
466	3015
467	3015
468	3015
469	3015
470	2912
471	2912
472	2912
473	2912
474	2791
475	2791
476	2791
477	2791
478	2705
479	2705
480	2705
481	2705
482	2594
483	2594
484	2594
485	2594
486	2536
487	2536
488	2536
489	2396
490	2396
491	2396
492	2396
493	2301
494	2301
495	2301
496	2301
497	2212
498	2212
499	2212
500	2212
501	2116
502	2116
503	2116
504	2116
505	2024
506	2024
507	2024
508	2024
509	1929
510	1929
511	1929
512	1929
513	1845
514	1845
515	1845
516	1845
517	1786
518	1786
519	1786
520	1714
521	1714
522	1714
523	1714
524	1579
525	1579
526	1579
527	1579
528	1485
529	1485
530	1485
531	1485
532	1364
533	1364
534	1364
535	1364
536	1219
537	1219
538	1219
539	1219
540	1142
541	1142
542	1142
543	1142
544	1038
545	1038
546	1038
547	1038
548	987
549	987
550	987
551	882
552	882
553	882
554	882
555	783
556	783
557	783
558	783
559	669
560	669
561	669
562	669
563	571
564	571
565	571
566	571
567	405
568	405
569	405
570	405
571	287
572	287
573	287
574	287
