frame	area
263	11973
264	12116
265	12116
266	12116
267	12116
268	12250
269	12250
270	12250
271	12250
272	12370
273	12370
274	12370
275	12370
276	12516
277	12516
278	12516
279	12615
280	12615
281	12615
282	12615
283	12745
284	12745
285	12745
286	12857
287	12857
288	12857
289	12857
290	12965
291	12965
292	12965
293	12965
294	13092
295	13092
296	13092
297	13092
298	13189
299	13189
300	13189
301	13320
302	13320
303	13320
304	13320
305	13451
306	13451
307	13451
308	13451
309	13563
310	13563
311	13563
312	13563
313	13731
314	13731
315	13731
316	13853
317	13853
318	13853
319	13853
320	13969
321	13969
322	13969
323	13969
324	14115
325	14115
326	14115
327	14115
328	14248
329	14248
330	14248
331	14248
332	14335
333	14335
334	14335
335	14455
336	14455
337	14455
338	14554
339	14554
340	14554
341	14554
342	14673
343	14673
344	14673
345	14673
346	14859
347	14859
348	14859
349	14859
350	14953
351	14953
352	14953
353	14953
354	15088
355	15088
356	15088
357	15225
358	15225
359	15225
360	15225
361	15373
362	15373
363	15373
364	15373
365	15467
366	15467
367	15467
368	15609
369	15609
370	15609
371	15609
372	15746
373	15746
374	15746
375	15746
376	15846
377	15846
378	15846
379	15846
380	15939
381	15939
382	15939
383	15939
384	16059
385	16059
386	16059
387	16171
388	16171
389	16171
390	16171
391	16258
392	16258
393	16258
394	16258
395	16407
396	16407
397	16407
398	16407
399	16555
400	16555
401	16555
402	16555
403	16637
404	16637
405	16637
406	16754
407	16754
408	16754
409	16754
410	16850
411	16850
412	16850
413	16850
414	16967
415	16967
416	16967
417	16967
418	17127
419	17127
420	17127
421	17306
422	17306
423	17306
424	17306
425	17403
426	17403
427	17403
428	17403
429	17537
430	17537
431	17537
432	17537
433	17667
434	17667
435	17667
436	17755
437	17755
438	17755
439	17755
440	17859
441	17859
442	17859
443	17931
444	17931
445	17931
446	17931
447	18081
448	18081
449	18081
450	18081
451	18139
452	18139
453	18139
454	18139
455	18241
456	18241
457	18241
458	18372
459	18372
460	18372
461	18372
462	18465
463	18465
464	18465
465	18465
466	18620
467	18620
468	18620
469	18620
470	18721
471	18721
472	18721
473	18721
474	18806
475	18806
476	18806
477	18927
478	18927
479	18927
480	18927
481	19009
482	19009
483	19009
484	19009
485	19100
486	19100
487	19100
488	19100
489	19207
490	19207
491	19207
492	19296
493	19296
494	19296
495	19296
496	19447
497	19447
498	19447
499	19447
500	19535
501	19535
502	19535
503	19535
504	19630
505	19630
506	19630
507	19630
508	19727
509	19727
510	19727
511	19816
512	19816
513	19816
514	19816
515	19902
516	19902
517	19902
518	19902
519	19986
520	19986
521	19986
522	19986
523	20137
524	20137
525	20137
526	20137
527	20230
528	20230
529	20230
530	20315
531	20315
532	20315
533	20315
534	20421
535	20421
536	20421
537	20421
538	20531
539	20531
540	20531
541	20531
542	20627
543	20627
544	20627
545	20741
546	20741
547	20741
548	20741
549	20837
550	20837
551	20837
552	20837
553	20940
554	20940
555	20940
556	20940
557	21048
558	21048
559	21048
560	21048
561	21182
562	21182
563	21182
564	21234
565	21234
566	21234
567	21234
568	21303
569	21303
570	21303
571	21303
572	21436
573	21436
574	21436
575	21436
576	21537
577	21537
578	21537
579	21537
580	21596
581	21596
582	21596
583	21596
584	21696
585	21696
586	21696
587	21696
588	21716
589	21716
590	21716
591	21716
592	21851
593	21851
594	21851
595	21851
596	21962
597	21962
598	21962
599	22038
600	22038
601	22038
602	22038
603	22112
604	22112
605	22112
606	22112
607	22163
608	22163
609	22163
610	22163
611	22234
612	22234
613	22234
614	22234
615	22354
616	22354
617	22354
618	22496
619	22496
620	22496
621	22496
622	22612
623	22612
624	22612
625	22612
626	22750
627	22750
628	22750
629	22750
630	22811
631	22811
632	22811
633	22811
634	22834
635	22834
636	22834
637	22834
638	22930
639	22930
640	22930
641	22930
642	23015
643	23015
644	23015
645	23053
646	23053
647	23053
648	23053
649	23126
650	23126
651	23126
652	23126
653	23221
654	23221
655	23221
656	23221
657	23285
658	23285
659	23285
660	23285
661	23348
662	23348
663	23348
664	23348
665	23426
666	23426
667	23426
668	23514
669	23514
670	23514
671	23514
672	23635
673	23635
674	23635
675	23635
676	23723
677	23723
678	23723
679	23723
680	23788
681	23788
682	23788
683	23788
684	23866
685	23866
686	23866
687	23866
688	23933
689	23933
690	23933
691	23933
692	24014
693	24014
694	24014
695	24090
696	24090
697	24090
698	24090
699	24142
700	24142
701	24142
702	24142
703	24205
704	24205
705	24205
706	24205
707	24295
708	24295
709	24295
710	24321
711	24321
712	24321
713	24321
714	24398
715	24398
716	24398
717	24398
718	24450
719	24450
720	24450
721	24450
722	24531
723	24531
724	24531
725	24531
726	24605
727	24605
728	24605
729	24684
730	24684
731	24684
732	24684
733	24801
734	24801
735	24801
736	24801
737	24869
738	24869
739	24869
740	24869
741	24901
742	24901
743	24901
744	24976
745	24976
746	24976
747	24976
748	25068
749	25068
750	25068
751	25068
752	25128
753	25128
754	25128
755	25128
756	25234
757	25234
758	25234
759	25283
760	25283
761	25283
762	25283
763	25323
764	25323
765	25323
766	25323
767	25403
768	25403
769	25403
770	25403
771	25475
772	25475
773	25475
774	25521
775	25521
776	25521
777	25521
778	25573
779	25573
780	25573
781	25573
782	25665
783	25665
784	25665
785	25665
786	25710
787	25710
788	25710
789	25792
790	25792
791	25792
792	25792
793	25869
794	25869
795	25869
796	25869
797	25921
798	25921
799	25921
800	25921
801	25981
802	25981
803	25981
804	25981
805	26020
806	26020
807	26020
808	26020
809	26088
810	26088
811	26088
812	26140
813	26140
814	26140
815	26140
816	26201
817	26201
818	26201
819	26201
820	26305
821	26305
822	26305
823	26305
824	26371
825	26371
826	26371
827	26371
828	26437
829	26437
830	26437
831	26437
832	26507
833	26507
834	26507
835	26588
836	26588
837	26588
838	26588
839	26644
840	26644
841	26644
842	26644
843	26663
844	26663
845	26663
846	26663
847	26765
848	26765
849	26765
850	26765
851	26850
852	26850
853	26850
854	26908
855	26908
856	26908
857	26908
858	26921
859	26921
860	26921
861	26921
862	26987
863	26987
864	26987
865	26987
866	27036
867	27036
868	27036
869	27036
870	27065
871	27065
872	27065
873	27125
874	27125
875	27125
876	27125
877	27192
878	27192
879	27192
880	27192
881	27242
882	27242
883	27242
884	27242
885	27308
886	27308
887	27308
888	27308
889	27361
890	27361
891	27361
892	27361
893	27452
894	27452
895	27452
896	27504
897	27504
898	27504
899	27504
900	27559
901	27559
902	27559
903	27559
904	27613
905	27613
906	27613
907	27613
908	27662
909	27662
910	27662
911	27662
912	27730
913	27730
914	27730
915	27730
916	27757
917	27757
918	27757
919	27757
920	27785
921	27785
922	27785
923	27853
924	27853
925	27853
926	27853
927	27891
928	27891
929	27891
930	27891
931	27952
932	27952
933	27952
934	27952
935	28010
936	28010
937	28010
938	28010
939	28094
940	28094
941	28094
942	28094
943	28148
944	28148
945	28148
946	28148
947	28216
948	28216
949	28216
950	28216
951	28266
952	28266
953	28266
954	28266
955	28334
956	28334
957	28334
958	28334
959	28371
960	28371
961	28371
962	28371
963	28387
964	28387
965	28387
966	28449
967	28449
968	28449
969	28449
970	28509
971	28509
972	28509
973	28509
974	28573
975	28573
976	28573
977	28573
978	28623
979	28623
980	28623
981	28623
982	28646
983	28646
984	28646
985	28646
986	28703
987	28703
988	28703
989	28703
990	28754
991	28754
992	28754
993	28754
994	28820
995	28820
996	28820
997	28820
998	28898
999	28898
1000	28898
1001	28898
1002	28931
1003	28931
1004	28931
1005	28931
1006	28972
1007	28972
1008	28972
1009	29030
1010	29030
1011	29030
1012	29030
1013	29102
1014	29102
1015	29102
1016	29102
1017	29105
1018	29105
1019	29105
1020	29105
1021	29163
1022	29163
1023	29163
1024	29163
1025	29174
1026	29174
1027	29174
1028	29174
1029	29227
1030	29227
1031	29227
1032	29227
1033	29278
1034	29278
1035	29278
1036	29278
1037	29356
1038	29356
1039	29356
1040	29356
1041	29385
1042	29385
1043	29385
1044	29385
1045	29435
1046	29435
1047	29435
1048	29435
1049	29460
1050	29460
1051	29460
1052	29460
1053	29508
1054	29508
1055	29508
1056	29508
1057	29540
1058	29540
1059	29540
1060	29540
1061	29615
1062	29615
1063	29615
1064	29615
1065	29669
1066	29669
1067	29669
1068	29669
1069	29683
1070	29683
1071	29683
1072	29683
1073	29744
1074	29744
1075	29744
1076	29744
1077	29799
1078	29799
1079	29799
1080	29850
1081	29850
1082	29850
1083	29850
1084	29863
1085	29863
1086	29863
1087	29863
1088	29926
1089	29926
1090	29926
1091	29926
1092	29952
1093	29952
1094	29952
1095	29952
1096	29948
1097	29948
1098	29948
1099	29948
1100	29985
1101	29985
1102	29985
1103	29985
1104	30022
1105	30022
1106	30022
1107	30022
1108	30092
1109	30092
1110	30092
1111	30092
1112	30105
1113	30105
1114	30105
1115	30105
1116	30140
1117	30140
1118	30140
1119	30140
