9.749921931140390630e-01 4.818778076565166657e-08
9.800196291821576811e-01 6.513481543235499771e-06
3.381994267369245577e+00 5.686000559279591471e-10
1.769500332214404725e+00 2.233178086896714376e-09
9.918703569095341788e-01 1.899596209961051940e-04
9.878985177810074569e-01 0.000000000000000000e+00
9.740913821896476366e-01 1.858097598672614481e-06
2.132479068394138366e+00 1.442843866605869607e-08
9.668272216181774681e-01 3.364339261624493815e-07
1.948879033770730018e+01 2.111623065292889123e-08
1.000683366131068341e+00 4.449562026683562266e-03
9.992644530631626942e-01 2.413785836344439772e-03
9.940460381759026465e-01 1.107844480030539813e-05
2.880783266743883075e+01 3.624599287377350265e-09
2.694261671412305503e+01 0.000000000000000000e+00
9.995101764168090597e-01 3.688122904854651551e-07
9.999062538070934147e-01 1.878222961919639999e-03
2.382045002309332915e+00 0.000000000000000000e+00
4.627325918699982665e+00 5.410502046387932751e-10
9.942600173363606020e-01 1.150035978225716349e-06
1.000455877095269175e+00 8.962637113363314256e-06
2.017129934006316905e+00 9.475612672282807125e-08
9.923374089745021775e-01 4.774766369868288507e-04
4.810046363789132862e+00 3.661641323482456301e-09
3.237476111005550550e+00 1.850781592205308357e-06
5.548455865106728169e+00 4.118909990857844150e-09
9.997891198307997662e-01 2.228796267265131803e-04
7.765022713141777722e+00 2.018163547390372514e-08
9.849312584424477768e-01 3.519594095058309335e-07
2.706878982760118291e+00 1.757723187556514688e-06
4.305146280796313007e+00 1.457066011179009024e-07
9.484108301313803890e-01 6.869794455521827103e-08
9.979956269152895354e-01 5.169138169724973864e-07
9.681891090746826967e-01 0.000000000000000000e+00
2.164985750850951796e+00 0.000000000000000000e+00
9.992652801627899262e-01 7.653351031811084226e-07
2.546618911889459991e+00 1.241996283596336070e-09
9.603787790119447942e-01 1.110244410051919317e-04
2.318050019602785117e+00 1.182434306024049420e-08
9.635192536569237021e-01 0.000000000000000000e+00
9.888077359655366161e-01 0.000000000000000000e+00
1.043682683030917824e+00 0.000000000000000000e+00
9.951938168505363169e-01 4.008112668119068189e-05
9.995890181121165341e-01 9.652101368951004901e-05
9.968232552433535787e-01 4.353693358744026298e-04
1.000642073854884684e+00 1.813442009243937392e-03
9.902091387860777472e-01 1.778419483854376537e-04
9.999554718277697818e-01 3.929014163337907206e-03
9.981525741366787940e-01 1.140427819290579237e-05
4.077647308697781803e+00 6.133132601782165239e-08
1.002217429532508364e+00 0.000000000000000000e+00
1.191417250656827420e+01 8.423539643587218961e-10
1.001336390282622668e+00 4.319792291009982854e-03
9.997045733253024924e-01 0.000000000000000000e+00
9.747641476344294231e-01 5.491025976134267239e-07
9.923646094218452340e-01 2.080166751516898671e-06
9.883979575627133141e-01 1.111144509735595420e-11
1.253280978580075589e+00 3.583345187241349095e-08
1.009072505407951237e+00 0.000000000000000000e+00
1.687956581829202918e+01 1.502600599501136003e-09
1.691368035192392094e+00 2.100619641198786525e-05
9.979294639435916103e-01 2.127117004757650420e-08
9.843527516785529619e-01 2.120967601548784387e-08
2.735026361002348416e+00 2.468628117213711448e-05
1.269975451402280298e+00 8.010933720948854031e-04
9.990886853730007733e-01 1.493722978285205727e-05
9.995745480874014266e-01 0.000000000000000000e+00
9.931597869765966813e-01 1.448582963565647752e-03
9.994062466454786131e-01 0.000000000000000000e+00
9.938233253326097527e-01 1.421631832541736529e-03
9.931127614959558425e-01 1.516792513538423037e-04
9.989644933789638692e-01 1.567568252980322541e-08
3.067531207607967492e+00 0.000000000000000000e+00
9.995734506888258597e-01 1.811859066025545140e-03
1.833490673460410614e+00 6.450811740332795807e-08
4.276194368090637354e+00 0.000000000000000000e+00
9.974662960801171652e-01 4.823487113231328394e-04
1.289115744825452436e+00 1.271130460011038465e-04
9.998350154695005987e-01 9.637250429291865927e-04
9.999107083350697867e-01 3.251669072671159455e-03
1.002099597921924712e+00 5.776819418379375293e-06
9.972241531615489984e-01 3.250337241229250829e-03
3.564477148187511713e+00 1.182312914238536905e-08
1.002329451252004011e+00 0.000000000000000000e+00
9.995194143601201509e-01 6.061248727150081450e-03
8.094019270808006539e+00 1.677129546351352474e-10
9.987981983612184145e-01 0.000000000000000000e+00
1.648392767210760557e+00 1.793872569567644959e-04
3.073373028219684500e+00 3.365283607337232752e-10
1.161863482858292107e+00 1.213223127764839759e-03
3.855450095067013638e+00 0.000000000000000000e+00
1.949133476184524705e+00 5.045387871938089575e-05
9.818033608014107294e-01 3.146520155539178631e-09
9.904734347329123834e-01 3.679764685959874271e-06
2.218308214243351983e+01 0.000000000000000000e+00
1.478824749394466842e+00 0.000000000000000000e+00
4.228976831020959004e+00 4.087869931446164173e-09
9.913897811125385040e-01 1.305515672345158862e-06
9.977670945579447670e-01 1.941750881195858369e-07
9.903401968594677252e-01 0.000000000000000000e+00
9.972083070088375578e-01 1.585677945281638301e-06
9.999130494366808009e-01 0.000000000000000000e+00
9.841692500636343155e-01 3.726193675834821306e-07
9.782610660944675018e-01 0.000000000000000000e+00
2.331526170565571654e+00 7.108482924511605461e-08
1.521423883821426948e+01 1.754889467076026222e-08
9.916485085592899873e-01 1.876280376467143185e-05
1.785920525037967277e+00 1.982352826335187501e-08
9.633789557353170663e-01 1.984353568129648693e-07
3.054688326430339629e+01 0.000000000000000000e+00
9.910547709392401039e-01 8.596973938935770221e-04
9.997644211512295431e-01 0.000000000000000000e+00
1.755211003989572971e+00 1.801652083077698308e-07
9.975922296540676859e-01 0.000000000000000000e+00
1.452719675623501905e+00 0.000000000000000000e+00
9.910510303314483682e-01 0.000000000000000000e+00
1.013724892681641343e+00 1.275139114809920038e-03
9.985242879351736711e-01 2.670000887050605343e-10
1.000496023357863695e+00 6.186872413592392483e-03
9.844830725927302684e-01 2.137646767375045442e-07
3.099100312533959123e+00 1.328752287137358046e-03
1.863085981019386494e+00 1.957562077639085629e-04
9.812100555034038996e-01 1.208973435917748418e-06
6.151642880709260908e+00 3.374162489411247634e-07
9.688886323265913925e-01 2.663436138305996792e-11
1.179114204967002033e+00 2.000919649950305690e-03
9.962982508815456661e-01 0.000000000000000000e+00
9.987500164834408611e-01 4.174379206800526987e-04
1.000427000303473646e+00 1.743351335251719370e-03
2.337112089067916898e+00 1.123611341626862270e-04
9.917623213779463986e-01 3.266799242229723177e-07
9.944736921538341878e-01 4.578357265169974433e-03
9.570721583518027487e+00 7.725045048090350974e-10
1.000011491113433459e+00 5.107865743703143835e-07
2.282090027503318908e+00 0.000000000000000000e+00
9.770268047532315592e-01 2.365442215994661979e-04
1.000242334779100295e+00 0.000000000000000000e+00
1.648110780653504026e+00 2.775984978231615941e-05
9.949178973777256241e-01 2.894282336705078507e-04
8.837472038882141945e+00 0.000000000000000000e+00
9.978433191704477734e-01 3.157207299120945443e-03
2.329928177193991257e+00 8.344495805445717451e-08
1.000150662266711787e+00 6.968994262668282147e-06
2.373819653170419741e+01 5.684230863778338971e-12
6.453621526308840117e+00 1.074867017614167253e-08
1.000871368052659305e+00 1.543023692498812771e-02
1.006357650412137428e+00 0.000000000000000000e+00
1.374158008012856946e+01 0.000000000000000000e+00
