XR01

&b
°
2 15 5 0.1 1 0 0 1 0 0 0 0 0 0 0 1

n&l
pm
20 100 10 0 1 0 0 1 0 0 0 0 0 0 0 1

E
keV
5 40 10 0 1 0 0 0 0 0 0 0 0 0 0 1

R
1/s
-0.0001 10 5 0 1 0 0 1 0 0 1 0 0 0 0 1
1 131
0.75	
0	
0	
0.75	
0	
0	
0.75	
0	
0	
0.25	
0.25	
0.5	
0	
0	
0.25	
0	
0.25	
0.25	
0.25	
0.5	
0	
1.25	
0	
0.25	
0	
0.75	
0	
0.25	
0.5	
0.5	
0.5	
0	
0	
0	
0.25	
0.25	
0	
0	
0	
0.25	
0.25	
0.25	
0.5	
0	
0	
0	
0	
0	
0	
0	
0.25	
0.25	
0.25	
0.5	
0.5	
0	
0.25	
0	
0	
0.25	
0	
0	
0	
0.25	
0	
0.5	
0.25	
0	
0.75	
0.5	
0.75	
0.25	
0	
0	
0	
0	
0.5	
0.25	
0.5	
0.5	
0.75	
0.25	
0.25	
0	
0.5	
0	
0.25	
0	
0.5	
0.25	
0.25	
0.5	
0.75	
0.25	
0	
0.5	
0.25	
0	
0.25	
0	
0	
0	
0	
0	
0	
0	
0.25	
0	
0	
0	
0.25	
0.25	
0.25	
0.25	
0	
0.25	
0	
0	
0	
0.5	
0.75	
0.5	
0	
0	
0.25	
0	
0	
0.25	
0	
0	
0	
10 10 1 4 0.1
0 0 0
2 0
2 0
0 1 0 1
0 1 0 1
0 1 0 1
0 1 0 1
0
91200 
0
