Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
354,1.770380e+02,10.047399,1.910930e-04,8.382000
355,1.775370e+02,10.052092,1.911530e-04,8.382000
356,1.780370e+02,10.050276,1.911530e-04,8.382000
357,1.785380e+02,10.049088,1.910340e-04,8.388000
358,1.790370e+02,10.049704,1.910340e-04,8.382000
359,1.795370e+02,10.044304,1.908550e-04,8.388000
360,1.800460e+02,10.040296,1.901990e-04,8.382000
361,1.805400e+02,10.040603,1.897820e-04,8.382000
362,1.810430e+02,10.034696,1.899610e-04,8.382000
363,1.815420e+02,10.029190,1.874580e-04,8.376000
364,1.820420e+02,10.028772,1.863250e-04,8.382000
365,1.825410e+02,10.028415,1.878750e-04,8.382000
366,1.830380e+02,10.027168,1.885300e-04,8.388000
367,1.835400e+02,10.025110,1.884710e-04,8.376000
368,1.840400e+02,10.025335,1.880540e-04,8.376000
369,1.845400e+02,10.027561,1.881130e-04,8.382000
370,1.850360e+02,10.032722,1.893050e-04,8.382000
371,1.855370e+02,10.037075,1.903190e-04,8.376000
372,1.860370e+02,10.032521,1.903780e-04,8.382000
373,1.865350e+02,10.030731,1.894840e-04,8.376000
374,1.870370e+02,10.025933,1.890670e-04,8.382000
375,1.875360e+02,10.026397,1.882920e-04,8.388000
376,1.880400e+02,10.023441,1.880540e-04,8.376000
377,1.885380e+02,10.019798,1.851330e-04,8.376000
378,1.890420e+02,10.016685,1.836430e-04,8.370000
379,1.895440e+02,10.013224,1.794110e-04,8.376000
380,1.900420e+02,10.009996,1.792920e-04,8.376000
381,1.905370e+02,10.011457,1.795300e-04,8.388000
382,1.910370e+02,10.012431,1.818550e-04,8.376000
383,1.915360e+02,10.011925,1.826890e-04,8.382000
384,1.920400e+02,10.019521,1.845370e-04,8.382000
385,1.925400e+02,10.022932,1.877560e-04,8.376000
386,1.930390e+02,10.020007,1.884710e-04,8.382000
387,1.935430e+02,10.012774,1.820930e-04,8.376000
388,1.940420e+02,10.011974,1.766690e-04,8.382000
389,1.945400e+02,10.009905,1.786960e-04,8.382000
390,1.950420e+02,10.012072,1.795900e-04,8.382000
391,1.955400e+02,10.013245,1.834040e-04,8.388000
392,1.960480e+02,10.008952,1.817350e-04,8.388000
393,1.965420e+02,10.005849,1.736890e-04,8.382000
394,1.970360e+02,10.008670,1.746430e-04,8.376000
395,1.975350e+02,10.014565,1.813780e-04,8.382000
396,1.980370e+02,10.016345,1.862650e-04,8.382000
397,1.985390e+02,10.012229,1.834640e-04,8.382000
398,1.990370e+02,10.011537,1.814370e-04,8.382000
399,1.995370e+02,10.010620,1.807220e-04,8.376000
400,2.000360e+02,10.007780,1.792320e-04,8.376000
401,2.005410e+02,10.004298,1.756560e-04,8.382000
402,2.010410e+02,10.003850,1.729740e-04,8.376000
403,2.015390e+02,10.002430,1.730930e-04,8.376000
404,2.020410e+02,9.998659,1.710660e-04,8.376000
405,2.025410e+02,9.997611,1.671320e-04,8.382000
406,2.030410e+02,9.999424,1.692780e-04,8.382000
407,2.035420e+02,9.994660,1.639140e-04,8.376000
408,2.040410e+02,9.992669,1.613510e-04,8.376000
409,2.045410e+02,9.989855,1.564040e-04,8.376000
410,2.050360e+02,9.993636,1.618280e-04,8.376000
411,2.055400e+02,9.996058,1.696360e-04,8.376000
412,2.060360e+02,9.996737,1.753580e-04,8.376000
413,2.065380e+02,9.991947,1.685030e-04,8.382000
414,2.070470e+02,9.988981,1.563440e-04,8.382000
415,2.075410e+02,9.988800,1.516950e-04,8.388000
416,2.080370e+02,9.995166,1.629000e-04,8.376000
417,2.085430e+02,9.999794,1.744040e-04,8.382000
418,2.090410e+02,10.002828,1.818550e-04,8.382000
419,2.095370e+02,10.001173,1.799470e-04,8.382000
420,2.100420e+02,9.999974,1.754770e-04,8.376000
421,2.105360e+02,10.000421,1.755370e-04,8.382000
422,2.110390e+02,10.002653,1.754770e-04,8.382000
423,2.115370e+02,10.004691,1.800670e-04,8.382000
424,2.120440e+02,9.999710,1.800670e-04,8.388000
425,2.125370e+02,9.991816,1.536020e-04,8.382000
426,2.130420e+02,9.986016,1.221900e-04,8.382000
427,2.135420e+02,9.981157,1.119380e-04,8.382000
428,2.140360e+02,9.982076,1.171240e-04,8.376000
429,2.145400e+02,9.978567,1.298790e-04,8.376000
430,2.150390e+02,9.975270,1.267800e-04,8.382000
431,2.155370e+02,9.974117,1.165870e-04,8.370000
432,2.160470e+02,9.970514,1.143820e-04,8.370000
433,2.165400e+02,9.971055,1.042490e-04,8.370000
434,2.170400e+02,9.970509,1.094350e-04,8.370000
435,2.175400e+02,9.974188,1.183750e-04,8.382000
436,2.180400e+02,9.975020,1.304160e-04,8.376000
437,2.185400e+02,9.973095,1.268400e-04,8.388000
438,2.190360e+02,9.970984,1.156330e-04,8.388000
439,2.195410e+02,9.967517,1.031170e-04,8.382000
440,2.200410e+02,9.964581,9.113600e-05,8.394000
441,2.205370e+02,9.964739,8.738090e-05,8.388000
442,2.210350e+02,9.968090,1.016260e-04,8.376000
443,2.215370e+02,9.972430,1.244550e-04,8.376000
444,2.220360e+02,9.972072,1.366150e-04,8.370000
445,2.225380e+02,9.970593,1.212360e-04,8.376000
446,2.230360e+02,9.970977,1.148590e-04,8.388000
447,2.235390e+02,9.972788,1.164680e-04,8.388000
448,2.240430e+02,9.975818,1.291050e-04,8.388000
449,2.245420e+02,9.976687,1.428140e-04,8.382000
450,2.250410e+02,9.973738,1.350050e-04,8.382000
451,2.255420e+02,9.972642,1.138450e-04,8.382000
452,2.260360e+02,9.971730,1.087790e-04,8.382000
453,2.265370e+02,9.968486,1.099110e-04,8.370000
454,2.270360e+02,9.965799,9.191080e-05,8.382000
455,2.275350e+02,9.970602,9.918260e-05,8.376000
456,2.280440e+02,9.967430,1.220710e-04,8.382000
457,2.285390e+02,9.962779,9.810970e-05,8.376000
458,2.290400e+02,9.961082,8.380460e-05,8.382000
459,2.295420e+02,9.957814,7.975150e-05,8.376000
460,2.300390e+02,9.960397,8.052630e-05,8.388000
461,2.305400e+02,9.962209,9.411620e-05,8.388000
462,2.310400e+02,9.956926,8.928820e-05,8.388000
463,2.315390e+02,9.955332,7.027430e-05,8.376000
464,2.320410e+02,9.952868,6.181050e-05,8.382000
465,2.325410e+02,9.947621,5.340600e-05,8.370000
466,2.330390e+02,9.945118,4.476330e-05,8.370000
467,2.335380e+02,9.947036,4.500170e-05,8.400000
468,2.340360e+02,9.950573,5.292920e-05,8.364000
469,2.345370e+02,9.956540,8.213570e-05,8.370000
470,2.350370e+02,9.956300,1.023420e-04,8.370000
471,2.355370e+02,9.953258,8.517550e-05,8.388000
472,2.360350e+02,9.948298,5.865120e-05,8.406000
473,2.365360e+02,9.953419,5.996250e-05,8.370000
474,2.370360e+02,9.952764,7.844020e-05,8.382000
475,2.375360e+02,9.954872,8.255290e-05,8.370000
476,2.380390e+02,9.954967,8.225490e-05,8.400000
477,2.385400e+02,9.953538,7.337380e-05,8.388000
478,2.390390e+02,9.952279,6.395620e-05,8.400000
479,2.395430e+02,9.949697,5.126020e-05,8.370000
480,2.400380e+02,9.950025,5.227350e-05,8.358000
481,2.405410e+02,9.947029,5.662460e-05,8.388000
482,2.410410e+02,9.941748,4.291560e-05,8.400000
483,2.415380e+02,9.942698,3.165030e-05,8.352000
484,2.420350e+02,9.942988,3.773000e-05,8.382000
485,2.425440e+02,9.946086,4.565740e-05,8.358000
486,2.430400e+02,9.942073,4.941250e-05,8.400000
487,2.435400e+02,9.938617,3.701470e-05,8.376000
488,2.440490e+02,9.933739,2.485530e-05,8.376000
489,2.445410e+02,9.933464,2.479560e-05,8.370000
490,2.450360e+02,9.933764,2.890840e-05,8.334000
491,2.455390e+02,9.930147,2.706060e-05,8.352000
492,2.460370e+02,9.932389,2.175580e-05,8.352000
493,2.465370e+02,9.935836,2.938520e-05,8.340000
