Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
494,2.470430e+02,10.185337,1.920470e-04,8.382000
495,2.475470e+02,10.188002,1.919870e-04,8.376000
496,2.480400e+02,10.192327,1.920470e-04,8.382000
497,2.485420e+02,10.200830,1.920470e-04,8.370000
498,2.490410e+02,10.203348,1.920470e-04,8.382000
499,2.495380e+02,10.199688,1.920470e-04,8.382000
500,2.500370e+02,10.203269,1.920470e-04,8.382000
501,2.505410e+02,10.206262,1.920470e-04,8.382000
502,2.510400e+02,10.205423,1.920470e-04,8.382000
503,2.515420e+02,10.203426,1.920470e-04,8.382000
504,2.520370e+02,10.199718,1.920470e-04,8.382000
505,2.525380e+02,10.196576,1.920470e-04,8.382000
506,2.530460e+02,10.193899,1.920470e-04,8.382000
507,2.535420e+02,10.189909,1.920470e-04,8.382000
508,2.540420e+02,10.185134,1.920470e-04,8.382000
509,2.545430e+02,10.186408,1.920470e-04,8.382000
510,2.550410e+02,10.189485,1.920470e-04,8.382000
511,2.555420e+02,10.193464,1.920470e-04,8.382000
512,2.560390e+02,10.192149,1.920470e-04,8.382000
513,2.565370e+02,10.191204,1.920470e-04,8.382000
514,2.570440e+02,10.197299,1.920470e-04,8.382000
515,2.575390e+02,10.202471,1.921070e-04,8.382000
516,2.580370e+02,10.204991,1.921070e-04,8.382000
517,2.585430e+02,10.202259,1.920470e-04,8.382000
518,2.590380e+02,10.206092,1.920470e-04,8.382000
519,2.595400e+02,10.210011,1.921070e-04,8.382000
520,2.600430e+02,10.210815,1.920470e-04,8.382000
521,2.605360e+02,10.210604,1.920470e-04,8.382000
522,2.610400e+02,10.214697,1.920470e-04,8.382000
523,2.615400e+02,10.219585,1.921070e-04,8.382000
524,2.620580e+02,10.225949,1.921070e-04,8.382000
525,2.625420e+02,10.228412,1.921070e-04,8.382000
526,2.630390e+02,10.224385,1.921070e-04,8.382000
527,2.635370e+02,10.220367,1.921070e-04,8.382000
528,2.640380e+02,10.214888,1.920470e-04,8.382000
529,2.645430e+02,10.209107,1.920470e-04,8.382000
530,2.650380e+02,10.208562,1.920470e-04,8.382000
531,2.655420e+02,10.206734,1.920470e-04,8.382000
532,2.660360e+02,10.209699,1.920470e-04,8.382000
533,2.665360e+02,10.209781,1.921070e-04,8.382000
534,2.670400e+02,10.212250,1.921070e-04,8.382000
535,2.675410e+02,10.212416,1.920470e-04,8.382000
536,2.680370e+02,10.210882,1.920470e-04,8.382000
537,2.685400e+02,10.214643,1.920470e-04,8.382000
538,2.690370e+02,10.215653,1.921070e-04,8.382000
539,2.695370e+02,10.218781,1.921070e-04,8.382000
540,2.700400e+02,10.220541,1.921070e-04,8.382000
541,2.705380e+02,10.221063,1.921070e-04,8.382000
542,2.710370e+02,10.223636,1.921070e-04,8.382000
543,2.715370e+02,10.225204,1.921070e-04,8.382000
544,2.720370e+02,10.226138,1.921070e-04,8.382000
545,2.725370e+02,10.227135,1.921070e-04,8.382000
546,2.730440e+02,10.227296,1.921070e-04,8.382000
547,2.735410e+02,10.230663,1.921070e-04,8.382000
548,2.740400e+02,10.235062,1.921070e-04,8.382000
549,2.745430e+02,10.235458,1.921070e-04,8.382000
550,2.750370e+02,10.234701,1.921070e-04,8.382000
551,2.755410e+02,10.231874,1.921070e-04,8.382000
552,2.760370e+02,10.233300,1.921070e-04,8.382000
553,2.765460e+02,10.237932,1.921070e-04,8.382000
554,2.770370e+02,10.237659,1.921070e-04,8.382000
555,2.775390e+02,10.234501,1.921070e-04,8.382000
556,2.780410e+02,10.237388,1.921070e-04,8.382000
557,2.785420e+02,10.239481,1.921070e-04,8.382000
558,2.790400e+02,10.241269,1.921070e-04,8.382000
559,2.795460e+02,10.240770,1.921070e-04,8.382000
560,2.800410e+02,10.239559,1.921070e-04,8.382000
561,2.805410e+02,10.241114,1.921070e-04,8.382000
562,2.810370e+02,10.239022,1.921070e-04,8.382000
563,2.815370e+02,10.238997,1.921070e-04,8.382000
564,2.820370e+02,10.238453,1.921070e-04,8.382000
565,2.825380e+02,10.240211,1.921070e-04,8.382000
566,2.830400e+02,10.241596,1.921070e-04,8.382000
567,2.835400e+02,10.247717,1.921070e-04,8.382000
568,2.840410e+02,10.250395,1.921070e-04,8.382000
569,2.845370e+02,10.250178,1.921070e-04,8.382000
570,2.850410e+02,10.253986,1.921070e-04,8.382000
571,2.855410e+02,10.256786,1.921070e-04,8.382000
572,2.860400e+02,10.258229,1.921070e-04,8.382000
573,2.865410e+02,10.258382,1.921070e-04,8.382000
574,2.870390e+02,10.253568,1.921070e-04,8.382000
575,2.875420e+02,10.249358,1.921070e-04,8.382000
576,2.880380e+02,10.248522,1.921070e-04,8.382000
577,2.885470e+02,10.247573,1.921070e-04,8.382000
578,2.890530e+02,10.243570,1.921070e-04,8.382000
579,2.895410e+02,10.244538,1.921070e-04,8.382000
580,2.900410e+02,10.244522,1.921070e-04,8.382000
581,2.905400e+02,10.246201,1.921070e-04,8.382000
582,2.910420e+02,10.249210,1.921070e-04,8.382000
583,2.915390e+02,10.251552,1.921070e-04,8.382000
584,2.920380e+02,10.252041,1.921070e-04,8.382000
585,2.925370e+02,10.256100,1.921070e-04,8.382000
586,2.930380e+02,10.257936,1.921070e-04,8.382000
587,2.935370e+02,10.257122,1.921070e-04,8.382000
588,2.940410e+02,10.261457,1.921070e-04,8.382000
589,2.945410e+02,10.262100,1.921070e-04,8.382000
590,2.950400e+02,10.264864,1.921070e-04,8.382000
591,2.955410e+02,10.268915,1.921070e-04,8.382000
592,2.960380e+02,10.267884,1.921070e-04,8.382000
593,2.965370e+02,10.267507,1.921070e-04,8.382000
594,2.970420e+02,10.269622,1.921070e-04,8.382000
595,2.975410e+02,10.272524,1.921070e-04,8.382000
596,2.980370e+02,10.269704,1.921070e-04,8.382000
597,2.985370e+02,10.266587,1.921070e-04,8.382000
598,2.990370e+02,10.265209,1.921070e-04,8.382000
599,2.995760e+02,10.262325,1.921070e-04,8.382000
