Point,Time (s),Temperature (K)
0,1.200000e-02,9.184187
1,5.100000e-01,9.247391
2,1.011000e+00,9.257242
3,1.510000e+00,9.210625
4,2.010000e+00,9.103792
5,2.510000e+00,9.004898
6,3.010000e+00,8.987598
7,3.510000e+00,9.130395
8,4.010000e+00,9.445649
9,4.510000e+00,9.775212
10,5.015000e+00,10.207654
11,5.517000e+00,10.506588
12,6.015000e+00,10.779563
13,6.516000e+00,10.921384
14,7.015000e+00,11.009311
15,7.514000e+00,11.004479
16,8.010000e+00,10.938596
17,8.510000e+00,10.794102
18,9.010000e+00,10.641577
19,9.510000e+00,10.434941
20,1.001100e+01,10.276403
21,1.051000e+01,10.133616
22,1.101100e+01,10.085052
23,1.151100e+01,10.115399
24,1.201000e+01,10.204076
25,1.251100e+01,10.354368
26,1.301100e+01,10.466962
27,1.351000e+01,10.555717
28,1.401200e+01,10.577849
29,1.451000e+01,10.539078
30,1.501000e+01,10.464029
31,1.551000e+01,10.328051
32,1.601100e+01,10.189090
33,1.651000e+01,10.017134
34,1.701000e+01,9.930171
35,1.751000e+01,9.921603
36,1.801000e+01,9.987808
37,1.851000e+01,10.132751
38,1.901100e+01,10.264841
39,1.951000e+01,10.403495
40,2.001500e+01,10.464664
41,2.051100e+01,10.472896
42,2.101300e+01,10.420693
43,2.151000e+01,10.303891
44,2.201500e+01,10.152714
45,2.250900e+01,10.028966
46,2.301200e+01,9.921019
47,2.351000e+01,9.896992
48,2.401000e+01,9.940432
49,2.451000e+01,10.018783
50,2.501100e+01,10.152344
51,2.551000e+01,10.261679
52,2.601100e+01,10.357278
53,2.651000e+01,10.384334
54,2.701000e+01,10.356225
55,2.751000e+01,10.290691
56,2.801100e+01,10.167718
57,2.851000e+01,10.047548
58,2.901000e+01,9.905979
59,2.951000e+01,9.830197
60,3.001000e+01,9.825089
61,3.051000e+01,9.908068
62,3.101000e+01,10.072422
63,3.151000e+01,10.213243
64,3.201100e+01,10.355945
65,3.251000e+01,10.422779
66,3.301100e+01,10.435328
