Point,Time (s),Temperature (K)
114,5.701000e+01,10.002929
115,5.751000e+01,10.000459
116,5.801000e+01,9.999414
117,5.851500e+01,10.000278
118,5.901400e+01,9.999361
119,5.951000e+01,10.001969
120,6.001000e+01,9.999487
121,6.051000e+01,9.990344
122,6.101000e+01,9.985147
123,6.151000e+01,9.989604
124,6.201000e+01,9.989264
125,6.251000e+01,9.980131
126,6.301000e+01,9.980665
127,6.351000e+01,9.989413
128,6.401100e+01,10.002089
129,6.451000e+01,10.003188
130,6.501400e+01,10.006056
131,6.551100e+01,10.004672
132,6.601300e+01,10.009307
133,6.651000e+01,9.998891
134,6.701300e+01,10.003266
135,6.751100e+01,10.012556
136,6.801000e+01,10.012642
137,6.851100e+01,10.017497
138,6.901000e+01,10.014129
139,6.951000e+01,10.000036
140,7.001000e+01,9.984112
141,7.051000e+01,9.980008
142,7.101000e+01,9.979662
143,7.151000e+01,9.975780
144,7.201000e+01,9.970254
145,7.251000e+01,9.974955
146,7.301000e+01,9.976096
147,7.351000e+01,9.977887
148,7.401000e+01,9.989805
149,7.451100e+01,10.000654
150,7.501000e+01,9.992910
151,7.551000e+01,9.991298
152,7.601000e+01,10.003767
153,7.651100e+01,10.003960
154,7.701000e+01,9.999581
155,7.751000e+01,10.008797
156,7.801400e+01,10.024755
157,7.851100e+01,10.028763
158,7.901000e+01,10.025892
159,7.951400e+01,10.014112
160,8.001100e+01,10.000365
161,8.051300e+01,9.997179
162,8.101000e+01,9.996784
163,8.151300e+01,10.004033
164,8.201100e+01,10.011953
165,8.251000e+01,10.013527
166,8.301000e+01,10.012160
167,8.351100e+01,10.011876
168,8.401100e+01,10.017835
169,8.451000e+01,10.016093
170,8.501100e+01,10.003547
171,8.551000e+01,9.978910
172,8.601000e+01,9.976671
173,8.650900e+01,9.984706
174,8.701100e+01,9.995971
175,8.751000e+01,9.996546
176,8.801500e+01,10.001070
177,8.851500e+01,10.009877
178,8.901500e+01,10.010322
179,8.951000e+01,10.006145
180,9.001000e+01,9.997289
181,9.051000e+01,9.994818
182,9.101000e+01,9.987681
183,9.151000e+01,9.980419
184,9.201000e+01,9.985125
185,9.251000e+01,9.995622
186,9.301700e+01,9.973618
187,9.351500e+01,9.959724
188,9.401400e+01,9.966962
189,9.451100e+01,9.989717
190,9.501300e+01,10.007455
191,9.551100e+01,10.000419
192,9.601800e+01,9.995865
193,9.651500e+01,10.006135
194,9.701100e+01,10.021497
195,9.751000e+01,10.019963
196,9.801000e+01,10.015613
197,9.851000e+01,10.017518
198,9.901100e+01,10.013913
199,9.951000e+01,10.013138
200,1.000110e+02,10.022668
201,1.005110e+02,10.013746
202,1.010110e+02,10.000775
203,1.015100e+02,9.994257
204,1.020100e+02,9.980022
205,1.025150e+02,9.974264
206,1.030140e+02,9.969405
207,1.035150e+02,9.976039
208,1.040120e+02,9.991364
209,1.045150e+02,9.996245
210,1.050150e+02,9.997538
211,1.055170e+02,10.004545
212,1.060160e+02,10.005788
213,1.065160e+02,10.008415
214,1.070150e+02,10.013008
215,1.075170e+02,10.012637
216,1.080140e+02,9.999401
217,1.085130e+02,9.999661
218,1.090100e+02,9.998435
219,1.095130e+02,10.002054
220,1.100100e+02,9.995336
221,1.105120e+02,9.995188
222,1.110100e+02,9.985248
223,1.115100e+02,9.973813
224,1.120100e+02,9.981160
225,1.125100e+02,9.996296
226,1.130100e+02,10.005009
227,1.135160e+02,9.998940
228,1.140130e+02,9.999197
229,1.145130e+02,9.999562
230,1.150140e+02,9.996538
231,1.155140e+02,9.996167
232,1.160140e+02,10.001734
233,1.165140e+02,10.000890
234,1.170140e+02,10.002199
235,1.175130e+02,9.999614
236,1.180150e+02,10.002822
237,1.185140e+02,9.998442
238,1.190140e+02,9.998649
239,1.195140e+02,9.994307
240,1.200100e+02,10.002259
241,1.205140e+02,10.012556
242,1.210140e+02,10.009324
243,1.215120e+02,10.001575
244,1.220120e+02,10.004656
245,1.225100e+02,10.002095
246,1.230130e+02,9.996459
247,1.235110e+02,9.992225
248,1.240130e+02,9.991884
249,1.245130e+02,9.994166
250,1.250120e+02,9.985231
251,1.255100e+02,9.983024
252,1.260090e+02,9.982495
253,1.265100e+02,9.987638
254,1.270100e+02,10.002651
255,1.275100e+02,10.005294
256,1.280100e+02,10.010924
257,1.285100e+02,10.014624
258,1.290100e+02,10.020087
259,1.295100e+02,10.010558
260,1.300100e+02,10.000119
261,1.305100e+02,10.003269
262,1.310120e+02,9.988088
263,1.315100e+02,9.988201
264,1.320100e+02,9.973801
265,1.325130e+02,9.956377
266,1.330100e+02,9.968445
267,1.335100e+02,9.988001
268,1.340100e+02,9.994020
269,1.345100e+02,10.001294
270,1.350100e+02,10.003393
271,1.355100e+02,10.003996
272,1.360100e+02,10.008370
273,1.365100e+02,10.005682
274,1.370100e+02,10.009326
275,1.375130e+02,10.008100
276,1.380100e+02,10.017064
277,1.385130e+02,10.020046
278,1.390100e+02,10.010736
279,1.395120e+02,9.993341
280,1.400100e+02,9.995769
281,1.405100e+02,9.994836
282,1.410100e+02,9.996370
283,1.415100e+02,10.008296
284,1.420100e+02,10.011817
285,1.425100e+02,10.009070
286,1.430100e+02,10.010911
287,1.435100e+02,9.998724
288,1.440100e+02,9.989819
289,1.445100e+02,9.995672
290,1.450100e+02,10.004194
291,1.455100e+02,10.008016
292,1.460100e+02,10.003956
293,1.465100e+02,10.005338
294,1.470100e+02,10.002442
295,1.475100e+02,10.000837
296,1.480100e+02,9.997144
297,1.485130e+02,10.001122
298,1.490100e+02,10.006705
299,1.495100e+02,9.994783
300,1.500100e+02,9.980126
301,1.505100e+02,9.977910
302,1.510100e+02,9.973496
303,1.515100e+02,9.979468
304,1.520140e+02,9.990273
305,1.525100e+02,10.002135
306,1.530130e+02,10.001843
307,1.535100e+02,10.003881
308,1.540130e+02,10.014579
309,1.545110e+02,10.019142
310,1.550100e+02,10.011512
311,1.555100e+02,10.004146
312,1.560100e+02,10.004425
313,1.565100e+02,9.994669
314,1.570090e+02,10.000206
315,1.575130e+02,10.006207
316,1.580100e+02,10.004360
317,1.585100e+02,9.996279
318,1.590100e+02,9.999327
319,1.595100e+02,10.001632
320,1.600100e+02,10.002077
321,1.605100e+02,9.996874
322,1.610100e+02,9.999000
323,1.615100e+02,10.003400
324,1.620100e+02,9.998499
325,1.625100e+02,9.992723
326,1.630100e+02,9.978539
327,1.635090e+02,9.980339
328,1.640090e+02,9.984497
329,1.645100e+02,9.983812
330,1.650100e+02,9.996232
331,1.655100e+02,9.998509
332,1.660090e+02,10.003366
333,1.665150e+02,10.009395
334,1.670110e+02,10.015457
335,1.675130e+02,10.016113
336,1.680100e+02,10.018127
337,1.685130e+02,10.022257
338,1.690100e+02,10.017848
339,1.695100e+02,10.014677
340,1.700100e+02,10.016805
341,1.705100e+02,10.005793
342,1.710100e+02,9.982992
343,1.715100e+02,9.965895
344,1.720100e+02,9.972569
345,1.725090e+02,9.992834
346,1.730100e+02,10.000054
347,1.735100e+02,10.002078
348,1.740100e+02,9.990987
349,1.745090e+02,9.988490
350,1.750110e+02,9.982924
351,1.755100e+02,9.986907
352,1.760100e+02,9.992736
353,1.765100e+02,9.993504
354,1.770100e+02,9.987370
355,1.775100e+02,9.989820
356,1.780100e+02,9.986355
357,1.785130e+02,9.976117
358,1.790130e+02,9.976848
359,1.795100e+02,9.991869
360,1.800110e+02,10.001590
361,1.805100e+02,10.010073
362,1.810140e+02,10.015496
363,1.815100e+02,10.017572
364,1.820130e+02,10.018746
365,1.825100e+02,10.007538
366,1.830130e+02,9.992952
367,1.835090e+02,9.978464
368,1.840120e+02,9.968836
369,1.845100e+02,9.975161
370,1.850100e+02,9.992724
371,1.855100e+02,10.012785
372,1.860140e+02,10.028133
373,1.865100e+02,10.025951
374,1.870130e+02,10.028331
375,1.875100e+02,10.023399
376,1.880100e+02,10.009514
377,1.885100e+02,10.000144
378,1.890100e+02,9.991315
379,1.895100e+02,9.996134
380,1.900100e+02,10.010427
381,1.905100e+02,10.009095
382,1.910100e+02,10.011858
383,1.915100e+02,10.016706
384,1.920090e+02,10.015975
385,1.925100e+02,10.022421
386,1.930110e+02,10.017032
387,1.935100e+02,10.000953
388,1.940100e+02,9.986991
389,1.945100e+02,9.973930
390,1.950100e+02,9.965279
391,1.955130e+02,9.965796
392,1.960100e+02,9.970712
393,1.965130e+02,9.975611
394,1.970100e+02,9.980680
395,1.975130e+02,9.991833
396,1.980100e+02,10.001753
397,1.985090e+02,10.005478
398,1.990100e+02,10.000963
399,1.995220e+02,10.006142
