Point,Time (s),Temperature (K)
145,7.251000e+01,10.304342
146,7.301100e+01,10.317944
147,7.351000e+01,10.306546
148,7.401100e+01,10.263861
149,7.451100e+01,10.211307
150,7.501100e+01,10.126781
151,7.551000e+01,10.039188
152,7.601400e+01,9.919580
153,7.651100e+01,9.838975
154,7.701200e+01,9.767396
155,7.750900e+01,9.727078
156,7.801000e+01,9.695767
157,7.850900e+01,9.693927
158,7.900900e+01,9.725496
159,7.950900e+01,9.771575
160,8.000900e+01,9.844190
161,8.050900e+01,9.911846
162,8.100900e+01,9.996883
163,8.150900e+01,10.060086
164,8.201000e+01,10.133041
165,8.251000e+01,10.188588
166,8.301000e+01,10.250229
167,8.351300e+01,10.281226
168,8.401000e+01,10.288922
169,8.451200e+01,10.278759
170,8.501000e+01,10.237309
171,8.551200e+01,10.166856
172,8.601500e+01,10.094849
173,8.650900e+01,9.995894
174,8.700900e+01,9.913098
175,8.750900e+01,9.821648
176,8.801000e+01,9.768259
177,8.850900e+01,9.730247
178,8.900900e+01,9.720617
179,8.950900e+01,9.728302
180,9.001000e+01,9.747624
181,9.050900e+01,9.794012
182,9.100900e+01,9.850097
183,9.150900e+01,9.938296
184,9.201000e+01,10.015054
185,9.250900e+01,10.100217
186,9.301000e+01,10.154866
187,9.351000e+01,10.205129
188,9.400900e+01,10.233295
189,9.451000e+01,10.254315
190,9.501500e+01,10.259209
191,9.551400e+01,10.239611
192,9.601500e+01,10.198876
193,9.651400e+01,10.124554
194,9.701700e+01,10.054265
195,9.751400e+01,9.959764
196,9.801400e+01,9.891486
197,9.851400e+01,9.825464
198,9.901200e+01,9.789516
199,9.950900e+01,9.764042
200,1.000130e+02,9.762698
201,1.005090e+02,9.774352
202,1.010100e+02,9.812792
203,1.015090e+02,9.863109
204,1.020090e+02,9.932919
205,1.025140e+02,9.992259
206,1.030110e+02,10.064649
207,1.035200e+02,10.113482
208,1.040150e+02,10.163314
209,1.045100e+02,10.192256
210,1.050100e+02,10.209654
211,1.055100e+02,10.210659
212,1.060100e+02,10.197460
213,1.065100e+02,10.174509
214,1.070100e+02,10.122429
215,1.075100e+02,10.064778
216,1.080100e+02,9.984623
217,1.085150e+02,9.926991
218,1.090150e+02,9.872439
219,1.095140e+02,9.836921
220,1.100140e+02,9.799703
221,1.105140e+02,9.779071
222,1.110100e+02,9.784014
223,1.115100e+02,9.812889
224,1.120100e+02,9.860080
225,1.125160e+02,9.899277
226,1.130100e+02,9.959367
227,1.135120e+02,10.018209
228,1.140150e+02,10.085596
229,1.145170e+02,10.145515
230,1.150100e+02,10.189778
231,1.155110e+02,10.227365
232,1.160100e+02,10.233271
233,1.165100e+02,10.206518
234,1.170110e+02,10.175235
235,1.175100e+02,10.122594
236,1.180090e+02,10.070505
237,1.185090e+02,9.999838
238,1.190110e+02,9.941525
239,1.195140e+02,9.879965
240,1.200140e+02,9.842570
241,1.205130e+02,9.809445
242,1.210100e+02,9.792605
243,1.215110e+02,9.788319
244,1.220090e+02,9.806916
245,1.225090e+02,9.851998
246,1.230100e+02,9.896666
247,1.235090e+02,9.955116
248,1.240100e+02,10.002591
249,1.245090e+02,10.056005
250,1.250150e+02,10.095145
251,1.255160e+02,10.147294
252,1.260110e+02,10.181800
253,1.265100e+02,10.199760
254,1.270130e+02,10.196886
255,1.275100e+02,10.173014
256,1.280130e+02,10.143127
257,1.285100e+02,10.089118
258,1.290130e+02,10.028172
259,1.295100e+02,9.980697
260,1.300120e+02,9.924518
261,1.305160e+02,9.879787
262,1.310150e+02,9.835629
263,1.315100e+02,9.819216
264,1.320100e+02,9.814708
265,1.325090e+02,9.823822
266,1.330110e+02,9.861075
267,1.335100e+02,9.906342
268,1.340100e+02,9.959560
269,1.345100e+02,9.996948
270,1.350100e+02,10.042541
271,1.355160e+02,10.079856
272,1.360150e+02,10.118906
273,1.365110e+02,10.146555
274,1.370100e+02,10.161576
275,1.375100e+02,10.152030
276,1.380100e+02,10.132483
277,1.385090e+02,10.118142
278,1.390110e+02,10.092426
279,1.395100e+02,10.057563
280,1.400100e+02,9.997782
281,1.405100e+02,9.956079
282,1.410150e+02,9.915405
283,1.415130e+02,9.886812
284,1.420100e+02,9.856067
285,1.425120e+02,9.849522
286,1.430100e+02,9.858989
287,1.435130e+02,9.875326
288,1.440100e+02,9.888085
289,1.445090e+02,9.921012
290,1.450090e+02,9.955047
291,1.455110e+02,9.999992
292,1.460160e+02,10.031164
293,1.465150e+02,10.070064
294,1.470090e+02,10.104691
295,1.475090e+02,10.138746
296,1.480290e+02,10.153897
297,1.485110e+02,10.155889
298,1.490100e+02,10.149515
299,1.495100e+02,10.121882
300,1.500100e+02,10.084297
301,1.505100e+02,10.029343
302,1.510100e+02,9.983517
303,1.515150e+02,9.928428
304,1.520140e+02,9.883030
305,1.525090e+02,9.842678
306,1.530100e+02,9.832188
307,1.535090e+02,9.845856
308,1.540100e+02,9.869117
309,1.545090e+02,9.906764
310,1.550090e+02,9.942131
311,1.555100e+02,9.991406
312,1.560130e+02,10.025864
313,1.565190e+02,10.060085
314,1.570150e+02,10.078887
315,1.575100e+02,10.098525
316,1.580140e+02,10.117558
317,1.585100e+02,10.124822
318,1.590100e+02,10.115627
319,1.595100e+02,10.093287
320,1.600100e+02,10.060295
321,1.605100e+02,10.036712
322,1.610100e+02,10.002895
323,1.615090e+02,9.978114
324,1.620150e+02,9.949930
325,1.625140e+02,9.929189
326,1.630090e+02,9.901679
327,1.635090e+02,9.891855
328,1.640090e+02,9.891096
329,1.645100e+02,9.900805
330,1.650080e+02,9.917414
331,1.655150e+02,9.931757
332,1.660090e+02,9.955780
333,1.665090e+02,9.976123
334,1.670100e+02,10.003290
335,1.675150e+02,10.028753
336,1.680150e+02,10.054803
337,1.685100e+02,10.072379
338,1.690100e+02,10.095295
339,1.695100e+02,10.110546
340,1.700100e+02,10.119762
341,1.705130e+02,10.114490
342,1.710100e+02,10.089054
343,1.715120e+02,10.063471
344,1.720100e+02,10.029683
345,1.725130e+02,9.986075
346,1.730150e+02,9.950467
347,1.735120e+02,9.920895
348,1.740090e+02,9.904602
349,1.745160e+02,9.895073
350,1.750090e+02,9.899620
351,1.755090e+02,9.916770
352,1.760100e+02,9.933553
353,1.765090e+02,9.954248
354,1.770090e+02,9.965858
355,1.775090e+02,9.977970
356,1.780100e+02,9.998218
357,1.785160e+02,10.029383
358,1.790100e+02,10.052829
359,1.795100e+02,10.076300
360,1.800100e+02,10.088007
361,1.805100e+02,10.099113
362,1.810100e+02,10.103528
363,1.815100e+02,10.088239
364,1.820100e+02,10.063066
365,1.825090e+02,10.031445
366,1.830150e+02,10.004218
367,1.835090e+02,9.969493
368,1.840170e+02,9.944467
369,1.845140e+02,9.921088
370,1.850140e+02,9.907298
371,1.855090e+02,9.892015
372,1.860120e+02,9.888416
373,1.865090e+02,9.903851
374,1.870130e+02,9.943091
375,1.875090e+02,9.974945
376,1.880100e+02,10.004490
377,1.885100e+02,10.023649
378,1.890150e+02,10.041107
379,1.895140e+02,10.052606
380,1.900140e+02,10.067010
381,1.905090e+02,10.075201
382,1.910100e+02,10.085935
383,1.915090e+02,10.088459
384,1.920120e+02,10.081299
385,1.925100e+02,10.069527
386,1.930100e+02,10.047171
387,1.935090e+02,10.020708
388,1.940090e+02,9.987108
389,1.945090e+02,9.960824
390,1.950140e+02,9.929342
391,1.955130e+02,9.916907
392,1.960100e+02,9.913774
393,1.965090e+02,9.912912
394,1.970090e+02,9.911766
395,1.975090e+02,9.917357
396,1.980100e+02,9.937817
397,1.985090e+02,9.958093
398,1.990100e+02,9.996036
399,1.995300e+02,10.034464
