Point,Time (s),Temperature (K)
185,9.251000e+01,9.990032
186,9.301100e+01,9.972512
187,9.351000e+01,9.976962
188,9.401000e+01,9.979264
189,9.451000e+01,9.977036
190,9.501100e+01,9.977001
191,9.551000e+01,9.980197
192,9.601000e+01,9.990134
193,9.651600e+01,9.994134
194,9.701100e+01,10.014295
195,9.751000e+01,10.019708
196,9.801000e+01,10.014902
197,9.851100e+01,10.016948
198,9.900900e+01,10.012709
199,9.951100e+01,10.012636
200,1.000110e+02,10.004197
201,1.005100e+02,9.999871
202,1.010100e+02,9.996016
203,1.015150e+02,9.994820
204,1.020100e+02,10.008784
205,1.025160e+02,10.005610
206,1.030160e+02,9.993299
207,1.035190e+02,9.996634
208,1.040140e+02,10.000705
209,1.045160e+02,10.000701
210,1.050170e+02,10.006964
211,1.055100e+02,9.994788
212,1.060100e+02,9.993065
213,1.065100e+02,9.999710
214,1.070100e+02,9.999297
215,1.075100e+02,10.003522
216,1.080160e+02,10.014990
217,1.085160e+02,10.008856
218,1.090150e+02,9.999678
219,1.095160e+02,9.986978
220,1.100150e+02,9.983645
221,1.105140e+02,9.959235
222,1.110100e+02,9.949349
223,1.115100e+02,9.964548
224,1.120100e+02,9.985961
225,1.125100e+02,10.002273
226,1.130100e+02,10.020895
227,1.135100e+02,10.028112
228,1.140150e+02,10.019526
229,1.145130e+02,10.024025
230,1.150190e+02,10.024374
231,1.155130e+02,10.029644
232,1.160150e+02,10.036578
233,1.165100e+02,10.030519
234,1.170130e+02,10.023482
235,1.175110e+02,10.013475
236,1.180140e+02,9.985451
237,1.185100e+02,9.984571
238,1.190150e+02,9.987355
239,1.195140e+02,9.995044
240,1.200130e+02,9.996351
241,1.205150e+02,9.986901
242,1.210100e+02,9.983658
243,1.215100e+02,9.977850
244,1.220100e+02,9.971437
245,1.225100e+02,9.966434
246,1.230110e+02,9.977836
247,1.235100e+02,9.992581
248,1.240100e+02,10.000962
249,1.245100e+02,10.003526
250,1.250150e+02,10.008237
251,1.255090e+02,10.006396
252,1.260110e+02,10.011481
253,1.265110e+02,10.018687
254,1.270100e+02,10.003263
255,1.275100e+02,10.004604
256,1.280100e+02,10.007545
257,1.285100e+02,10.009483
258,1.290100e+02,10.007193
259,1.295100e+02,10.005986
260,1.300100e+02,10.000650
261,1.305150e+02,9.996280
262,1.310140e+02,9.982514
263,1.315140e+02,9.985770
264,1.320100e+02,9.990178
265,1.325140e+02,9.984692
266,1.330090e+02,9.977876
267,1.335100e+02,9.982690
268,1.340140e+02,9.988414
269,1.345130e+02,9.999447
270,1.350110e+02,10.003716
271,1.355100e+02,10.007781
272,1.360100e+02,10.019141
273,1.365100e+02,10.022752
274,1.370100e+02,10.016467
275,1.375100e+02,10.021367
276,1.380100e+02,10.023404
277,1.385100e+02,10.012688
278,1.390100e+02,9.988044
279,1.395100e+02,9.984064
280,1.400100e+02,9.989012
281,1.405100e+02,10.002020
282,1.410100e+02,10.013474
283,1.415100e+02,10.010949
284,1.420100e+02,10.001388
285,1.425100e+02,10.000426
286,1.430100e+02,9.990549
287,1.435090e+02,9.995426
288,1.440100e+02,9.997999
289,1.445100e+02,10.003715
290,1.450150e+02,9.996632
291,1.455100e+02,9.991099
292,1.460130e+02,9.996147
293,1.465100e+02,9.984174
294,1.470140e+02,9.976153
295,1.475130e+02,9.980170
296,1.480140e+02,9.997602
297,1.485140e+02,10.006429
298,1.490100e+02,10.009969
299,1.495100e+02,10.004186
300,1.500100e+02,9.992618
301,1.505100e+02,9.996416
302,1.510090e+02,9.998404
303,1.515100e+02,10.000213
304,1.520090e+02,9.998640
305,1.525100e+02,10.000902
306,1.530100e+02,10.006601
307,1.535100e+02,10.005179
308,1.540100e+02,10.015296
309,1.545100e+02,10.018076
310,1.550110e+02,10.011380
311,1.555100e+02,10.016850
312,1.560100e+02,10.024377
313,1.565100e+02,10.026558
314,1.570100e+02,10.018122
315,1.575100e+02,10.004439
316,1.580100e+02,9.982304
317,1.585100e+02,9.963937
318,1.590140e+02,9.940340
319,1.595150e+02,9.951230
320,1.600100e+02,9.976423
321,1.605120e+02,9.978426
322,1.610090e+02,9.986045
323,1.615150e+02,9.996386
324,1.620100e+02,10.009915
325,1.625100e+02,10.022043
326,1.630100e+02,10.032992
327,1.635140e+02,10.039437
328,1.640140e+02,10.043255
329,1.645100e+02,10.031939
330,1.650110e+02,10.012952
331,1.655100e+02,10.014744
332,1.660100e+02,10.004655
333,1.665090e+02,9.997121
334,1.670100e+02,9.999828
335,1.675110e+02,9.978352
336,1.680100e+02,9.973785
337,1.685100e+02,9.976274
338,1.690100e+02,9.976135
339,1.695100e+02,9.983212
340,1.700100e+02,9.992242
341,1.705100e+02,9.991325
342,1.710100e+02,9.991285
343,1.715100e+02,9.982596
344,1.720100e+02,9.989342
345,1.725100e+02,9.996607
346,1.730100e+02,9.985086
347,1.735100e+02,9.985253
348,1.740150e+02,9.987807
349,1.745100e+02,10.007554
350,1.750140e+02,10.018597
351,1.755100e+02,10.036116
352,1.760140e+02,10.037465
353,1.765100e+02,10.029049
354,1.770110e+02,10.014241
355,1.775100e+02,10.006803
356,1.780100e+02,10.009566
357,1.785090e+02,10.000311
358,1.790110e+02,9.983968
359,1.795100e+02,9.977118
360,1.800100e+02,9.989270
361,1.805100e+02,9.983541
362,1.810100e+02,9.985957
363,1.815090e+02,9.994802
364,1.820100e+02,9.988479
365,1.825100e+02,9.981395
